Legend,Temperature (°C),ρ (Ω·cm)
Heating,-24.343434343434343,6.916666666666667
Heating,-22.929292929292927,6.916666666666667
Heating,-21.515151515151516,6.896111111111111
Heating,-20.1010101010101,6.793333333333333
Heating,-18.686868686868685,6.711111111111111
Heating,-17.272727272727273,6.690555555555555
Heating,-15.858585858585858,6.649444444444445
Heating,-14.444444444444445,6.587777777777777
Heating,-13.030303030303031,6.526111111111111
Heating,-11.616161616161616,6.526111111111111
Heating,-10.2020202020202,6.423333333333334
Heating,-8.787878787878789,6.341111111111111
Heating,-7.373737373737374,6.279444444444444
Heating,-5.9595959595959584,6.2588888888888885
Heating,-4.545454545454547,6.135555555555555
Heating,-3.1313131313131315,6.032777777777778
Heating,-1.7171717171717162,6.012222222222222
Heating,-0.30303030303030454,5.950555555555556
Heating,1.1111111111111107,5.827222222222222
Heating,2.525252525252526,5.693611111111111
Heating,3.9393939393939377,5.683333333333334
Heating,5.3535353535353565,5.5600000000000005
Heating,8.18181818181818,5.3133333333333335
Heating,9.595959595959599,5.292777777777777
Heating,11.01010101010101,5.107777777777778
Heating,12.424242424242422,4.953611111111111
Heating,13.838383838383841,4.902222222222222
Heating,15.252525252525253,4.82
Heating,16.666666666666664,4.676111111111111
Heating,18.080808080808083,4.480833333333333
Heating,19.494949494949495,4.449999999999999
Heating,20.909090909090907,4.265
Heating,22.323232323232325,4.121111111111111
Heating,23.737373737373737,3.977222222222222
Heating,25.15151515151515,3.936111111111112
Heating,26.565656565656568,3.730555555555556
Heating,27.97979797979798,3.5250000000000004
Heating,29.39393939393939,3.463333333333333
Heating,30.80808080808081,3.4016666666666664
Heating,32.22222222222222,3.206388888888889
Heating,33.63636363636363,3.01111111111111
Heating,35.05050505050505,2.9699999999999998
Heating,36.464646464646464,2.8261111111111106
Heating,37.878787878787875,2.6925
Heating,39.29292929292929,2.538333333333333
Heating,40.70707070707071,2.517777777777777
Heating,42.121212121212125,2.3738888888888887
Heating,43.535353535353536,2.2299999999999995
Heating,44.94949494949495,2.2197222222222224
Heating,46.36363636363636,8.232222222222223
Heating,47.77777777777777,8.427499999999998
Heating,49.1919191919192,1.942222222222222
Heating,50.60606060606061,1.9011111111111116
Heating,52.02020202020202,8.047222222222222
Heating,53.43434343434343,8.016388888888889
Heating,54.848484848484844,1.592777777777778
Heating,56.262626262626256,1.6133333333333333
Heating,57.67676767676768,7.307222222222222
Heating,59.09090909090909,7.307222222222222
Heating,60.505050505050505,1.4077777777777776
Heating,61.91919191919192,1.4283333333333328
Heating,63.33333333333333,6.7316666666666665
Heating,64.74747474747475,1.2638888888888893
Heating,66.16161616161617,1.274166666666667
Heating,67.57575757575758,6.115
Heating,68.98989898989899,6.115
Heating,70.4040404040404,1.222777777777777
Heating,71.81818181818181,1.1816666666666666
Heating,73.23232323232324,6.402777777777777
Heating,74.64646464646465,6.505555555555555
Heating,76.06060606060606,6.957777777777778
Heating,77.47474747474747,7.286666666666667
Heating,78.88888888888889,1.0583333333333336
Heating,80.3030303030303,1.0377777777777766
Heating,81.71717171717172,1.0583333333333336
Heating,83.13131313131314,1.0377777777777766
Heating,84.54545454545455,8.20138888888889
Heating,85.95959595959596,8.638194444444444
Heating,87.37373737373737,9.116111111111111
Heating,88.78787878787878,9.116111111111111
Heating,90.20202020202021,9.434722222222224
Heating,91.61616161616162,0.9349999999999987
Heating,93.03030303030303,0.8733333333333331
Heating,94.44444444444444,9.48611111111111
Heating,95.85858585858585,9.506666666666666
Heating,97.27272727272727,0.8527777777777779
Heating,98.68686868686868,0.8116666666666674
Heating,100.1010101010101,9.568333333333333
Heating,101.5151515151515,0.8527777777777779
Heating,102.92929292929293,0.7705555555555552
Heating,104.34343434343435,9.568333333333333
Heating,105.75757575757575,9.63
Heating,107.17171717171718,9.63
