Legend,Temperature (°C),Resistivity (Ω·cm)
Heating,20.0,0.22823439667128986
Heating,20.626262626262626,0.24001178918169214
Heating,21.252525252525253,0.2635665742024966
Heating,21.87878787878788,0.3106761442441054
Heating,24.383838383838384,0.9369563106796117
Heating,25.01010101010101,0.5198980582524272
Heating,25.636363636363637,0.4139015256588072
Heating,26.262626262626263,0.9459625520110957
Heating,26.88888888888889,0.526133148404993
Heating,27.515151515151516,0.2725728155339806
Heating,28.141414141414142,0.4069736477115118
Heating,29.393939393939394,0.5178196948682385
Heating,30.02020202020202,0.9210221914008322
Heating,31.272727272727273,0.9251789181692094
Heating,31.8989898989899,0.117388349514563
Heating,33.151515151515156,0.26564493758668517
Heating,33.77777777777778,0.26703051317614424
Heating,34.4040404040404,0.2601026352288488
Heating,35.03030303030303,0.5067350901525659
Heating,36.282828282828284,0.8877683772538142
Heating,36.90909090909091,0.5039639389736477
Heating,37.535353535353536,0.886382801664355
Heating,38.161616161616166,0.29058529819694867
Heating,38.78787878787879,0.8766837725381414
Heating,39.41414141414141,0.8725270457697643
Heating,40.04040404040404,0.29266366158113727
Heating,40.66666666666667,0.4242933425797504
Heating,41.292929292929294,0.8538217753120665
Heating,41.91919191919192,0.8586712898751734
Heating,42.54545454545455,0.27950069348127604
Heating,43.17171717171718,0.8448155339805825
Heating,43.7979797979798,0.8448155339805825
Heating,44.42424242424242,0.28435020804438277
Heating,45.05050505050505,0.8309597780859916
Heating,45.67676767676768,0.8309597780859916
Heating,47.55555555555556,0.7977059639389736
Heating,48.18181818181819,0.7949348127600555
Heating,48.80808080808081,0.2663377253814147
Heating,49.43434343434343,0.5289042995839113
Heating,50.06060606060606,0.7561386962552011
Heating,50.68686868686869,0.117388349514563
Heating,51.313131313131315,0.6993300970873787
Heating,51.93939393939394,0.7034868238557559
Heating,52.56565656565657,0.6854743411927878
Heating,53.1919191919192,0.6369791955617199
Heating,53.81818181818182,0.6009542302357836
Heating,54.44444444444444,0.5940263522884882
Heating,55.07070707070707,0.5517662968099861
Heating,55.6969696969697,0.509506241331484
Heating,56.323232323232325,0.5067350901525659
Heating,58.20202020202021,0.4319140083217753
Heating,58.82828282828283,0.42914285714285716
Heating,59.45454545454545,0.4028169209431346
Heating,60.08080808080808,0.376490984743412
Heating,60.70707070707071,0.376490984743412
Heating,61.333333333333336,0.3557073509015256
Heating,61.95959595959596,0.33769486823855754
Heating,63.21212121212122,0.3321525658807212
Heating,63.83838383838384,0.32106796116504854
Heating,64.46464646464646,0.32522468793342574
Heating,65.0909090909091,0.3238391123439667
Heating,65.71717171717172,0.30444105409153954
Heating,66.34343434343435,0.29058529819694867
Heating,66.96969696969697,0.29197087378640774
Heating,67.5959595959596,0.29058529819694867
Heating,68.22222222222223,0.28642857142857137
Heating,68.84848484848484,0.28365742024965324
Heating,69.47474747474747,0.28365742024965324
Heating,70.1010101010101,0.27950069348127604
Heating,70.72727272727273,0.2767295423023578
Heating,71.35353535353536,0.27811511789181687
Heating,71.97979797979798,0.27950069348127604
Heating,72.60606060606061,0.27811511789181687
Heating,73.85858585858585,0.2850429958391123
Heating,74.48484848484848,0.27950069348127604
Heating,75.11111111111111,0.27395839112343967
Heating,75.73737373737374,0.2808862690707351
Heating,76.36363636363637,0.2767295423023578
Heating,76.98989898989899,0.27118723994452154
Heating,77.61616161616162,0.2725728155339806
Heating,78.24242424242425,0.27395839112343967
Heating,79.4949494949495,0.26703051317614424
Heating,80.74747474747475,0.2642593619972261
